Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728872743572,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,83,78,77,79,71,72,NaN,0,0,0,0,0,0,0,0,0,0,0,36.71332550048828,17179869184,2147483648,10580058112,406323200
204,1728872743573,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,83,78,77,79,71,72,66.66667175292969,0,100,0,100,0,100,0,100,0,0,0,36.71332550048828,17179869184,2147483648,10580058112,406323200
203,1728872743777,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,83,78,77,79,71,72,36.842105865478516,0,50,0,38.095237731933594,0,40,0,40,0,25,0,36.71332550048828,17179869184,2147483648,10580058112,406323200
204,1728872743980,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,83,78,77,79,71,72,52.38095474243164,0,30.000001907348633,0,0,0,23.809524536132813,0,0,0,5,0,36.71332550048828,17179869184,2147483648,10580058112,406323200
204,1728872744186,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,83,78,77,79,71,72,60.000003814697266,0,22.72727394104004,0,0,0,10,0,14.285715103149414,0,0,0,36.71332550048828,17179869184,2147483648,10580058112,406323200
206,1728872744391,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,83,78,77,79,71,72,85,0,0,0,13.636363983154297,0,9.523809432983398,0,14.285715103149414,0,4.761904716491699,0,28.968563079833984,17179869184,2147483648,10590511104,406323200
201,1728872744597,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,73,68,74,68,69,57.142860412597656,0,0,0,0,0,9.523809432983398,0,45,0,0,0,28.968563079833984,17179869184,2147483648,10590523392,406323200
202,1728872744799,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,73,68,74,68,69,80.95238494873047,0,0,0,5,0,5.263157844543457,0,14.285715103149414,0,0,0,28.968563079833984,17179869184,2147483648,10590715904,406323200
208,1728872745001,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,73,68,74,68,69,52.6315803527832,0,0,0,9.523809432983398,0,9.523809432983398,0,45,0,0,0,28.968563079833984,17179869184,2147483648,10590572544,406323200
200,1728872745211,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,73,68,74,68,69,9.090909004211426,0,0,0,9.523809432983398,0,25,0,75,0,0,0,28.968563079833984,17179869184,2147483648,10590572544,406323200
206,1728872745411,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,73,68,74,68,69,50,0,0,0,5.263157844543457,0,4.761904716491699,0,52.38095474243164,0,0,0,29.209848403930664,17179869184,2147483648,10590359552,406323200
209,1728872745618,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,69,95,68,70,15.789472579956055,0,0,0,4.761904716491699,0,5,0,76.19047546386719,0,0,0,29.209848403930664,17179869184,2147483648,10590314496,406323200
207,1728872745827,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,69,95,68,70,34.78260803222656,0,0,0,4.761904716491699,0,9.523809432983398,0,70,0,4.761904716491699,0,29.209848403930664,17179869184,2147483648,10590314496,406323200
201,1728872746036,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,69,95,68,70,0,0,47.619049072265625,0,5,0,4.761904716491699,0,47.619049072265625,0,0,0,29.209848403930664,17179869184,2147483648,10590314496,406323200
206,1728872746237,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,69,95,68,70,65,0,0,0,9.090909004211426,0,0,0,25,0,15.000000953674316,0,29.209848403930664,17179869184,2147483648,10590314496,406323200
203,1728872746444,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,69,95,68,70,20,0,50,0,10,0,13.636363983154297,0,19.047618865966797,0,4.761904716491699,0,38.63581848144531,17179869184,2147483648,10590269440,406323200
204,1728872746647,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,78,76,69,88,69,71,42.85714340209961,0,0,0,5.263157844543457,0,5,0,55,0,0,0,38.63581848144531,17179869184,2147483648,10590281728,406323200
205,1728872746852,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,78,76,69,88,69,71,80.95238494873047,0,0,0,14.285715103149414,0,14.285715103149414,0,9.523809432983398,0,0,0,38.63581848144531,17179869184,2147483648,10590412800,406323200
204,1728872747057,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,78,76,69,88,69,71,65,0,0,0,9.523809432983398,0,5,0,25,0,0,0,38.63581848144531,17179869184,2147483648,10590408704,406323200
209,1728872747262,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,78,76,69,88,69,71,70,0,0,0,5,0,30.000001907348633,0,5,0,0,0,38.63581848144531,17179869184,2147483648,10590408704,406323200
200,1728872747472,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,78,76,69,88,69,71,4.545454502105713,0,0,0,18.18181800842285,0,0,0,38.095237731933594,4.545454502105713,55,0,35.250423431396484,17179869184,2147483648,10590351360,406323200
207,1728872747673,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,72,70,72,71,70,52.6315803527832,0,50,0,0,0,10,4.761904716491699,0,0,0,0,35.250423431396484,17179869184,2147483648,10585829376,406323200
209,1728872747881,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,72,70,72,71,70,31.81818199157715,0,28.571430206298828,0,4.761904716491699,0,4.761904716491699,0,42.85714340209961,0,0,0,35.250423431396484,17179869184,2147483648,10585534464,406323200
206,1728872748090,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,72,70,72,71,70,19.047618865966797,0,4.761904716491699,0,19.047618865966797,0,9.523809432983398,0,63.6363639831543,0,4.545454502105713,0,35.250423431396484,17179869184,2147483648,10584313856,406323200
209,1728872748297,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,72,70,72,71,70,0,0,100,0,0,0,4.761904716491699,0,0,0,0,0,34.94155502319336,17179869184,2147483648,10585264128,406323200
