Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728885750353,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,65,63,63,62,63,50,0,0,0,0,0,0,0,0,0,0,0,35.104835510253906,17179869184,2147483648,10868301824,372768768
207,1728885750353,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,65,63,63,62,63,100,0,0,0,0,0,50,0,100,0,0,0,35.104835510253906,17179869184,2147483648,10868301824,372768768
203,1728885750561,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,65,63,63,62,63,0,0,0,0,4.761904716491699,0,95.23809814453125,0,4.761904716491699,0,0,0,34.41777801513672,17179869184,2147483648,10868301824,372768768
209,1728885750765,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,65,63,63,62,63,5,0,5,0,4.761904716491699,0,10,0,95,0,0,0,34.41777801513672,17179869184,2147483648,10868301824,372768768
203,1728885750974,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,73,69,73,68,91,0,0,100,0,5,0,0,0,0,0,0,0,34.41777801513672,17179869184,2147483648,10868301824,372768768
207,1728885751178,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,73,69,73,68,91,40,0,9.090909004211426,0,5,0,5.263157844543457,0,47.619049072265625,0,15.000000953674316,0,34.41777801513672,17179869184,2147483648,10877292544,372768768
209,1728885751386,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,73,69,73,68,91,4.761904716491699,0,0,0,9.090909004211426,0,9.090909004211426,0,95.23809814453125,0,0,0,34.41777801513672,17179869184,2147483648,10877288448,372768768
206,1728885751595,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,73,69,73,68,91,9.090909004211426,0,0,0,4.761904716491699,0,5,0,30.000001907348633,0,65,0,9.885170936584473,17179869184,2147483648,10877526016,372768768
205,1728885751802,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,98,67,70,0,0,0,0,0,0,0,0,100,0,0,0,9.885170936584473,17179869184,2147483648,10877521920,372768768
206,1728885752008,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,98,67,70,4.761904716491699,0,0,0,5,0,4.761904716491699,0,100,0,0,0,9.885170936584473,17179869184,2147483648,10877399040,372768768
209,1728885752214,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,98,67,70,4.761904716491699,0,0,0,9.090909004211426,0,0,0,100,0,0,0,9.885170936584473,17179869184,2147483648,10877394944,372768768
205,1728885752424,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,98,67,70,40,4.545454502105713,0,0,4.761904716491699,0,9.523809432983398,0,57.142860412597656,0,0,0,23.74409294128418,17179869184,2147483648,10877308928,372768768
199,1728885752630,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,98,67,70,60.000003814697266,0,0,0,5,0,9.523809432983398,0,40,0,0,0,23.74409294128418,17179869184,2147483648,10877308928,372768768
199,1728885752830,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,75,69,100,67,70,14.285715103149414,0,0,0,9.523809432983398,0,0,0,90.47618865966797,0,0,0,23.74409294128418,17179869184,2147483648,10877362176,372768768
205,1728885753030,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,75,69,100,67,70,100,0,0,0,5.263157844543457,0,0,0,0,0,0,0,23.74409294128418,17179869184,2147483648,10877366272,372768768
202,1728885753236,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,75,69,100,67,70,10,0,0,0,4.761904716491699,0,14.285715103149414,0,80.95238494873047,0,0,0,23.74409294128418,17179869184,2147483648,10877382656,372768768
208,1728885753439,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,75,69,100,67,70,95.23809814453125,0,0,0,4.761904716491699,0,0,0,9.523809432983398,0,4.761904716491699,0,34.789466857910156,17179869184,2147483648,10877341696,372768768
204,1728885753647,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,75,69,100,67,70,85.71428680419922,0,14.285715103149414,0,0,0,5,0,0,0,0,0,34.789466857910156,17179869184,2147483648,10877165568,372768768
200,1728885753852,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,86,69,66,71,66,67,70,0,0,0,15.000000953674316,0,9.090909004211426,0,20,0,0,0,34.789466857910156,17179869184,2147483648,10877169664,372768768
201,1728885754052,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,86,69,66,71,66,67,15.000000953674316,0,0,0,5,0,89.47368621826172,0,9.523809432983398,0,0,0,34.789466857910156,17179869184,2147483648,10877198336,372768768
205,1728885754254,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,86,69,66,71,66,67,75,0,0,0,14.285715103149414,0,0,0,20,0,4.761904716491699,0,34.789466857910156,17179869184,2147483648,10877206528,372768768
201,1728885754459,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,86,69,66,71,66,67,33.333335876464844,0,0,0,5,0,5,0,42.85714340209961,0,15.000000953674316,0,35.27862548828125,17179869184,2147483648,10877276160,372768768
204,1728885754660,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,86,69,66,71,66,67,100,0,0,0,10,0,9.090909004211426,0,0,0,0,0,35.27862548828125,17179869184,2147483648,10877272064,372768768
200,1728885754865,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,74,68,95,67,69,4.761904716491699,0,0,0,9.523809432983398,0,0,0,85.71428680419922,0,9.523809432983398,0,35.27862548828125,17179869184,2147483648,10877276160,372768768
201,1728885755065,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,74,68,95,67,69,5,0,15.000000953674316,0,0,0,0,0,80,0,0,0,35.27862548828125,17179869184,2147483648,10877288448,372768768
209,1728885755267,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,74,68,95,67,69,31.57894515991211,0,45,0,4.761904716491699,0,5,0,25,0,0,0,35.27862548828125,17179869184,2147483648,10876956672,372768768
208,1728885755477,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,74,68,95,67,69,59.09090805053711,0,18.18181800842285,0,19.047618865966797,0,19.047618865966797,0,38.095237731933594,0,4.761904716491699,0,33.64377975463867,17179869184,2147483648,10877161472,372768768
208,1728885755686,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,74,68,95,67,69,10,0,0,0,5,0,19.047618865966797,0,66.66667175292969,0,0,0,33.64377975463867,17179869184,2147483648,10877165568,372768768
207,1728885755894,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,97,67,70,4.761904716491699,0,0,0,9.523809432983398,0,0,0,100,0,0,0,33.64377975463867,17179869184,2147483648,10877087744,372768768
199,1728885756102,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,97,67,70,4.761904716491699,0,0,0,9.090909004211426,0,4.761904716491699,0,95.23809814453125,0,0,0,33.64377975463867,17179869184,2147483648,10877087744,372768768
206,1728885756302,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,97,67,70,35,0,19.047618865966797,0,0,0,15.789472579956055,0,40,0,0,0,33.64377975463867,17179869184,2147483648,10877136896,372768768
205,1728885756509,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,97,67,70,40,0,0,0,9.523809432983398,0,22.72727394104004,0,45,0,0,0,33.98922348022461,17179869184,2147483648,10877095936,372768768
208,1728885756714,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,97,67,70,71.42857360839844,0,0,0,5,0,0,0,23.809524536132813,0,5,0,33.98922348022461,17179869184,2147483648,10876911616,372768768
207,1728885756923,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,84,69,68,70,69,68,45.45454788208008,0,0,0,9.523809432983398,0,9.523809432983398,0,15.000000953674316,0,35,0,33.98922348022461,17179869184,2147483648,10876940288,372768768
205,1728885757131,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,84,69,68,70,69,68,0,0,0,0,4.761904716491699,0,5,0,95.45454406738281,0,8.69565200805664,0,33.98922348022461,17179869184,2147483648,10877059072,372768768
205,1728885757337,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,84,69,68,70,69,68,9.090909004211426,0,0,0,0,0,5,0,80,0,15.000000953674316,4.545454502105713,33.98922348022461,17179869184,2147483648,10877009920,372768768
208,1728885757543,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,84,69,68,70,69,68,4.761904716491699,0,0,0,4.761904716491699,0,66.66667175292969,0,35,0,0,0,35.41437530517578,17179869184,2147483648,10877026304,372768768
206,1728885757752,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,84,69,68,70,69,68,68.42105102539063,0,0,0,9.523809432983398,0,4.761904716491699,0,31.81818199157715,0,0,0,35.41437530517578,17179869184,2147483648,10877030400,372768768
202,1728885757959,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,70,68,72,66,67,100,0,0,0,0,0,9.523809432983398,0,0,0,0,0,35.41437530517578,17179869184,2147483648,10876964864,372768768
202,1728885758161,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,70,68,72,66,67,80,0,0,0,0,0,20,0,9.523809432983398,0,0,0,35.41437530517578,17179869184,2147483648,10876964864,372768768
202,1728885758364,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,70,68,72,66,67,38.095237731933594,0,0,0,13.636363983154297,0,0,0,61.904762268066406,0,0,0,35.41437530517578,17179869184,2147483648,10876944384,372768768
202,1728885758567,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,70,68,72,66,67,100,0,0,0,0,0,13.636363983154297,0,0,0,0,0,35.2250862121582,17179869184,2147483648,10876948480,372768768
205,1728885758769,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,88,70,68,72,66,67,100,0,0,0,0,0,0,0,5,0,0,0,35.2250862121582,17179869184,2147483648,10876973056,372768768
205,1728885758975,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,71,73,75,66,67,9.523809432983398,0,0,0,9.523809432983398,0,5,0,80.95238494873047,0,0,0,35.2250862121582,17179869184,2147483648,10876985344,372768768
205,1728885759180,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,71,73,75,66,67,100,0,0,0,10,0,4.761904716491699,0,5,0,4.761904716491699,0,35.2250862121582,17179869184,2147483648,10876952576,372768768
202,1728885759385,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,71,73,75,66,67,100,0,0,0,5,0,0,0,4.545454502105713,0,0,0,35.2250862121582,17179869184,2147483648,10876952576,372768768
200,1728885759588,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,71,73,75,66,67,100,0,0,0,4.761904716491699,0,5,0,0,0,0,0,34.9537353515625,17179869184,2147483648,10876960768,372768768
204,1728885759788,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,71,73,75,66,67,90,0,0,0,9.523809432983398,0,9.523809432983398,0,5.263157844543457,0,0,0,34.9537353515625,17179869184,2147483648,10876862464,372768768
206,1728885759993,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,70,69,72,66,67,80.95238494873047,0,20,0,0,0,5,0,0,0,0,0,34.9537353515625,17179869184,2147483648,10876858368,372768768
209,1728885760200,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,70,69,72,66,67,4.761904716491699,0,28.571430206298828,0,9.523809432983398,0,4.761904716491699,0,61.904762268066406,0,0,0,34.9537353515625,17179869184,2147483648,10876895232,372768768
204,1728885760410,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,70,69,72,66,67,0,0,0,0,5,0,0,0,100,0,0,0,33.16339111328125,17179869184,2147483648,10876882944,372768768
208,1728885760614,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,89,70,69,72,66,67,80.95238494873047,0,4.761904716491699,0,4.761904716491699,0,4.761904716491699,0,10,0,15.000000953674316,0,33.16339111328125,17179869184,2147483648,10876858368,372768768
