Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729178207840,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,66,68,65,66,65,64,100,0,0,0,0,0,0,0,0,0,0,0,41.4152946472168,17179869184,4294967296,11844931584,2909536256
203,1729178207840,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,66,68,65,66,65,64,100,50,50,50,100,0,50,50,100,50,NaN,100,41.4152946472168,17179869184,4294967296,11844931584,2909536256
202,1729178208044,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,66,68,65,66,65,64,65,5.263157844543457,45,10,45,5,47.36842346191406,5,35,10,42.85714340209961,0,41.4152946472168,17179869184,4294967296,11844931584,2909536256
203,1729178208246,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,66,68,65,66,65,64,78.94737243652344,27.272727966308594,50,30.000001907348633,70,25,76.19047546386719,28.571430206298828,73.68421173095703,28.571430206298828,61.904762268066406,23.809524536132813,41.4152946472168,17179869184,4294967296,11844931584,2909536256
202,1729178208451,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,79,71,73,69,73,70,21.052631378173828,61.904762268066406,20,85,23.809524536132813,70,21.052631378173828,61.904762268066406,21.052631378173828,68.42105102539063,25,41.4152946472168,17179869184,4294967296,11844931584,2909536256
200,1729178208654,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,79,71,73,69,73,57.142860412597656,5,45,9.523809432983398,50,9.523809432983398,52.38095474243164,13.636363983154297,40,14.285715103149414,42.85714340209961,10,28.25615882873535,17179869184,4294967296,11898101760,2909536256
201,1729178208855,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,79,71,73,69,73,42.85714340209961,0,31.57894515991211,5,35,0,36.842105865478516,0,45,0,20,0,28.25615882873535,17179869184,4294967296,11891015680,2909536256
201,1729178209056,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,79,71,73,69,73,52.6315803527832,0,28.571430206298828,0,30.000001907348633,0,30.000001907348633,0,60.000003814697266,0,20,4.761904716491699,28.25615882873535,17179869184,4294967296,11891015680,2909536256
204,1729178209258,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,79,71,73,69,73,65,9.523809432983398,50,10,61.904762268066406,9.523809432983398,61.904762268066406,5,57.142860412597656,10,57.894737243652344,15.000000953674316,28.25615882873535,17179869184,4294967296,11891015680,2909536256
200,1729178209463,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,83,76,79,72,73,50,5,33.333335876464844,10,55,5,55,5,50,9.523809432983398,38.095237731933594,10,28.25615882873535,17179869184,4294967296,11891015680,2909536256
199,1729178209664,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,83,76,79,72,73,50,4.761904716491699,15.789472579956055,0,42.105262756347656,0,23.809524536132813,0,40,0,45,0,54.53936004638672,17179869184,4294967296,11875962880,2909536256
202,1729178209864,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,83,76,79,72,73,57.142860412597656,10,52.38095474243164,15.000000953674316,61.904762268066406,14.285715103149414,47.36842346191406,14.285715103149414,42.105262756347656,10.526315689086914,50,10.526315689086914,54.53936004638672,17179869184,4294967296,11872903168,2909536256
203,1729178210066,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,83,76,79,72,73,36.842105865478516,0,26.3157901763916,4.761904716491699,40,0,20,4.761904716491699,25,0,47.619049072265625,4.761904716491699,54.53936004638672,17179869184,4294967296,11880333312,2909536256
201,1729178210271,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,83,76,79,72,73,55,0,38.095237731933594,0,40,0,36.842105865478516,0,36.3636360168457,0,63.15789031982422,4.761904716491699,54.53936004638672,17179869184,4294967296,11887718400,2909536256
202,1729178210473,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,78,75,78,74,72,70,15.000000953674316,65,20,76.19047546386719,19.047618865966797,66.66667175292969,19.047618865966797,73.68421173095703,25,75,19.047618865966797,54.53936004638672,17179869184,4294967296,11887312896,2909536256
199,1729178210675,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,78,75,78,74,72,50,0,25,5,45,0,40,0,25,4.761904716491699,23.809524536132813,0,66.94910430908203,17179869184,4294967296,11890302976,2909536256
204,1729178210876,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,78,75,78,74,72,52.38095474243164,0,35,4.761904716491699,42.105262756347656,0,60.000003814697266,0,60.000003814697266,0,45,0,66.94910430908203,17179869184,4294967296,11932835840,2909536256
200,1729178211080,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,78,75,78,74,72,66.66667175292969,0,35,5,42.85714340209961,0,35,4.761904716491699,40,0,25,0,66.94910430908203,17179869184,4294967296,11921272832,2909536256
202,1729178211281,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,78,75,78,74,72,57.894737243652344,9.523809432983398,33.333335876464844,0,30.000001907348633,0,30.000001907348633,0,45,0,25,4.761904716491699,66.94910430908203,17179869184,4294967296,11921252352,2909536256
204,1729178211484,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,70,82,69,69,57.894737243652344,0,10.526315689086914,5,36.842105865478516,9.523809432983398,38.095237731933594,5,57.142860412597656,9.523809432983398,23.809524536132813,5,66.94910430908203,17179869184,4294967296,11901452288,2909536256
202,1729178211689,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,70,82,69,69,52.38095474243164,0,5,0,14.285715103149414,0,10,0,65,0,15.000000953674316,0,58.449684143066406,17179869184,4294967296,11906990080,2909536256
199,1729178211891,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,70,82,69,69,42.85714340209961,0,9.523809432983398,0,28.571430206298828,0,38.095237731933594,0,10,0,30.000001907348633,0,58.449684143066406,17179869184,4294967296,11911151616,2909536256
202,1729178212091,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,70,82,69,69,52.6315803527832,0,40,0,42.105262756347656,0,35,5,40,0,36.842105865478516,0,58.449684143066406,17179869184,4294967296,11921461248,2909536256
199,1729178212294,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,70,82,69,69,60.000003814697266,4.761904716491699,42.85714340209961,5,60.000003814697266,0,52.6315803527832,0,47.619049072265625,0,45.45454788208008,4.761904716491699,58.449684143066406,17179869184,4294967296,11920125952,2909536256
199,1729178212494,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,70,72,68,72,40,0,10.526315689086914,0,30.000001907348633,0,40,0,21.052631378173828,4.761904716491699,26.3157901763916,0,58.449684143066406,17179869184,4294967296,11927789568,2909536256
204,1729178212694,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,70,72,68,72,40,0,30.000001907348633,5,52.38095474243164,0,40,5,35,5,30.000001907348633,5,55.06220626831055,17179869184,4294967296,11918311424,2909536256
204,1729178212899,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,70,72,68,72,47.619049072265625,0,9.523809432983398,0,30.000001907348633,0,28.571430206298828,0,33.333335876464844,0,50,0,55.06220626831055,17179869184,4294967296,11925016576,2909536256
202,1729178213103,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,70,72,68,72,40,0,30.000001907348633,0,45,0,45,0,25,0,15.000000953674316,0,55.06220626831055,17179869184,4294967296,11925016576,2909536256
201,1729178213306,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,70,72,68,72,52.38095474243164,0,10,4.761904716491699,40,0,38.095237731933594,0,30.000001907348633,0,27.272727966308594,5,55.06220626831055,17179869184,4294967296,11925016576,2909536256
199,1729178213507,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,93,72,77,72,73,21.052631378173828,0,20,0,60.000003814697266,0,10.526315689086914,0,20,0,10.526315689086914,0,55.06220626831055,17179869184,4294967296,11925016576,2909536256
