Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1728936167681,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,65,65,65,63,50,0,0,0,0,0,0,0,0,0,0,0,45.496482849121094,17179869184,2147483648,10129653760,327680000
204,1728936167681,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,65,65,65,63,50,0,0,0,0,0,0,0,0,0,100,0,45.496482849121094,17179869184,2147483648,10129563648,327680000
199,1728936167886,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,65,65,65,63,50,0,0,0,23.809524536132813,0,5,0,10,0,19.047618865966797,0,45.496482849121094,17179869184,2147483648,10143117312,327680000
203,1728936168086,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,65,65,65,63,10,0,0,0,50,0,4.761904716491699,0,42.85714340209961,0,19.047618865966797,0,45.496482849121094,17179869184,2147483648,10140106752,327680000
203,1728936168290,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,67,72,66,67,5,0,0,0,50,0,15.789472579956055,0,20,0,10,0,45.496482849121094,17179869184,2147483648,10140012544,327680000
199,1728936168494,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,67,72,66,67,19.047618865966797,0,28.571430206298828,0,35,0,9.523809432983398,0,30.000001907348633,0,15.000000953674316,0,29.228200912475586,17179869184,2147483648,10139578368,327680000
202,1728936168694,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,67,72,66,67,35,0,35,0,35,4.761904716491699,21.052631378173828,0,57.142860412597656,0,10.526315689086914,0,29.228200912475586,17179869184,2147483648,10139942912,327680000
200,1728936168897,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,67,72,66,67,20,0,15.000000953674316,0,23.809524536132813,0,18.18181800842285,0,35,0,38.095237731933594,0,29.228200912475586,17179869184,2147483648,10140606464,327680000
204,1728936169098,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,67,72,66,67,21.052631378173828,0,0,0,26.3157901763916,5,15.789472579956055,0,5.263157844543457,0,35,0,29.228200912475586,17179869184,2147483648,10140766208,327680000
204,1728936169302,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,68,69,66,83,9.523809432983398,0,38.095237731933594,0,4.761904716491699,0,20,0,28.571430206298828,0,20,0,29.228200912475586,17179869184,2147483648,10140766208,327680000
