Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-09 10:46:12,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:13,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:14,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:15,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:16,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:17,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:18,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:19,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:20,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:21,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:22,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:23,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:24,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:25,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:26,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:27,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:28,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:29,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 10:46:30,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 10:46:31,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:32,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:33,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 10:46:34,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:35,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:36,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:37,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:38,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 10:46:39,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:40,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:41,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:42,0.25313283208020,3.30436399114041,3.30436399114041,0.00000000000000
2024-10-09 10:46:43,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:44,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:45,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:46,0.25685785536160,3.31504093144141,3.31504093144141,0.00000000000000
2024-10-09 10:46:47,0.25376884422111,3.30616987377652,3.30616987377652,0.00000000000000
2024-10-09 10:46:48,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:49,0.25750000000000,3.31690607031947,3.31690607031947,0.00000000000000
2024-10-09 10:46:50,0.25563909774436,3.31152095696948,3.31152095696948,0.00000000000000
2024-10-09 10:46:51,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
2024-10-09 10:46:52,0.25500000000000,3.30968554221973,3.30968554221973,0.00000000000000
