Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
201,1729179558062,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,78,75,78,75,73,35,35,70,10,52.38095474243164,10,63.15789031982422,10,65,5.263157844543457,65,10.526315689086914,75,10,32.77815628051758,17179869184,4294967296,11408072704,3445358592
200,1729179558264,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,78,75,78,75,73,35,35,40,0,40,0,35,0,42.85714340209961,0,28.571430206298828,0,26.3157901763916,0,32.77815628051758,17179869184,4294967296,11408834560,3445358592
203,1729179558465,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,72,75,73,73,35,35,47.36842346191406,5,30.000001907348633,5,42.85714340209961,4.761904716491699,36.842105865478516,4.761904716491699,30.000001907348633,5,38.095237731933594,4.761904716491699,32.77815628051758,17179869184,4294967296,11408834560,3445358592
199,1729179558669,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,72,75,73,73,35,35,71.42857360839844,5,57.894737243652344,10,60.000003814697266,5,60.000003814697266,5,68.42105102539063,9.523809432983398,55,9.523809432983398,56.639949798583984,17179869184,4294967296,11408834560,3445358592
200,1729179558869,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,72,75,73,73,35,35,68.42105102539063,5,57.142860412597656,0,63.15789031982422,5,55,5,52.38095474243164,0,50,0,56.639949798583984,17179869184,4294967296,11458293760,3445358592
199,1729179559070,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,72,75,73,73,35,35,66.66667175292969,0,45,9.523809432983398,85.71428680419922,0,50,5,50,4.761904716491699,65,5,56.639949798583984,17179869184,4294967296,11466178560,3445358592
199,1729179559270,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,72,75,73,73,35,35,84.21052551269531,30.000001907348633,80,35,85,35,90,35,89.47368621826172,31.57894515991211,73.68421173095703,38.095237731933594,56.639949798583984,17179869184,4294967296,11524378624,3445358592
203,1729179559471,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,80,77,81,76,76,35,35,100,75,95,77.77777862548828,100,73.68421173095703,95,70,100,73.68421173095703,100,72.22222137451172,56.639949798583984,17179869184,4294967296,11555868672,3411804160
201,1729179559675,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,80,77,81,76,76,35,35,76.19047546386719,15.789472579956055,75,19.047618865966797,70,19.047618865966797,80,20,80.95238494873047,19.047618865966797,80.95238494873047,19.047618865966797,49.491371154785156,17179869184,4294967296,11568168960,3411804160
199,1729179559877,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,80,77,81,76,76,35,35,63.15789031982422,4.761904716491699,55,5,65,0,60.000003814697266,4.761904716491699,57.894737243652344,5,71.42857360839844,5,49.491371154785156,17179869184,4294967296,11568672768,3411804160
203,1729179560077,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,80,77,81,76,76,35,35,57.142860412597656,5,70,4.761904716491699,50,5,38.095237731933594,0,30.000001907348633,4.761904716491699,42.105262756347656,0,49.491371154785156,17179869184,4294967296,11567562752,3411804160
199,1729179560281,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,80,77,81,76,76,35,35,61.904762268066406,0,40,5,47.36842346191406,4.761904716491699,40,4.761904716491699,52.38095474243164,0,28.571430206298828,9.523809432983398,49.491371154785156,17179869184,4294967296,11567562752,3411804160
204,1729179560481,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,76,71,79,71,72,35,35,50,4.761904716491699,50,0,50,0,55,5,65,0,47.36842346191406,0,49.491371154785156,17179869184,4294967296,11567562752,3411804160
202,1729179560686,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,76,71,79,71,72,35,35,30.000001907348633,0,85.71428680419922,0,57.894737243652344,0,35,0,40,0,19.047618865966797,4.761904716491699,51.67582321166992,17179869184,4294967296,11567562752,3411804160
202,1729179560889,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,76,71,79,71,72,35,35,45,0,19.047618865966797,0,38.095237731933594,0,30.000001907348633,0,30.000001907348633,0,20,0,51.67582321166992,17179869184,4294967296,11581648896,3411804160
199,1729179561092,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,76,71,79,71,72,35,35,15.000000953674316,0,26.3157901763916,0,9.523809432983398,4.761904716491699,65,0,4.761904716491699,0,9.523809432983398,0,51.67582321166992,17179869184,4294967296,11581661184,3411804160
201,1729179561292,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,76,71,79,71,72,35,35,42.105262756347656,0,30.000001907348633,9.523809432983398,78.94737243652344,5,42.85714340209961,0,21.052631378173828,9.523809432983398,25,5,51.67582321166992,17179869184,4294967296,11540115456,3411804160
202,1729179561493,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,80,70,74,69,70,35,35,47.619049072265625,0,14.285715103149414,0,31.57894515991211,0,10.526315689086914,0,38.095237731933594,0,5,0,51.67582321166992,17179869184,4294967296,11540135936,3411804160
199,1729179561696,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,80,70,74,69,70,35,35,68.42105102539063,4.761904716491699,45,0,57.142860412597656,0,52.38095474243164,4.761904716491699,57.894737243652344,0,47.36842346191406,5,50.133705139160156,17179869184,4294967296,11546939392,3411804160
200,1729179561896,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,80,70,74,69,70,35,35,71.42857360839844,10.526315689086914,60.000003814697266,10.526315689086914,57.142860412597656,14.285715103149414,65,10,60.000003814697266,10,52.38095474243164,10,50.133705139160156,17179869184,4294967296,11552817152,3411804160
203,1729179562097,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,80,70,74,69,70,35,35,75,0,57.894737243652344,4.761904716491699,55.55555725097656,0,60.000003814697266,5,52.38095474243164,9.523809432983398,45,5,50.133705139160156,17179869184,4294967296,11608006656,3411804160
203,1729179562302,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,80,70,74,69,70,35,35,65,9.523809432983398,52.38095474243164,5,80.95238494873047,9.523809432983398,60.000003814697266,5,65,5,65,5,50.133705139160156,17179869184,4294967296,11583942656,3411804160
197,1729179562511,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,75,78,75,73,35,35,71.42857360839844,10,50,19.047618865966797,71.42857360839844,10,70,18.18181800842285,65,14.285715103149414,55,13.636363983154297,50.133705139160156,17179869184,4294967296,11583942656,3411804160
203,1729179562709,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,75,78,75,73,35,35,80,10,71.42857360839844,15.000000953674316,78.94737243652344,20,65,15.000000953674316,75,5.555555820465088,61.904762268066406,15.789472579956055,46.05559539794922,17179869184,4294967296,11583942656,3411804160
199,1729179562913,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,75,78,75,73,35,35,76.19047546386719,23.809524536132813,70,28.571430206298828,85.71428680419922,19.047618865966797,76.19047546386719,20,75,28.571430206298828,73.68421173095703,23.809524536132813,46.05559539794922,17179869184,4294967296,11724902400,3411804160
199,1729179563113,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,75,78,75,73,35,35,75,10.526315689086914,60.000003814697266,15.789472579956055,73.68421173095703,15.789472579956055,70,15.789472579956055,70,15.000000953674316,65,15.789472579956055,46.05559539794922,17179869184,4294967296,11743846400,3411804160
200,1729179563314,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,74,79,74,74,35,35,94.73684692382813,35,90,40,90.47618865966797,40,89.47368621826172,40,90.47618865966797,30.000001907348633,85,35,46.05559539794922,17179869184,4294967296,11786940416,3411804160
199,1729179563514,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,78,74,79,74,74,35,35,85,30.000001907348633,78.94737243652344,35,89.47368621826172,35,90,40,89.47368621826172,35,85,40,46.05559539794922,17179869184,4294967296,11805167616,3411804160
204,1729179563715,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,78,74,79,74,74,35,35,68.42105102539063,5,70,5,80.95238494873047,9.523809432983398,75,5.263157844543457,60.000003814697266,5,60.000003814697266,10,44.01405334472656,17179869184,4294967296,11805167616,3411804160
202,1729179563919,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,78,74,79,74,74,35,35,63.6363639831543,10,45,14.285715103149414,65,5.263157844543457,45,13.636363983154297,52.38095474243164,10,70,9.523809432983398,44.01405334472656,17179869184,4294967296,11820019712,3411804160
199,1729179564123,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,78,74,79,74,74,35,35,72.22222137451172,9.523809432983398,66.66667175292969,5.263157844543457,65,10,65,5,65,10,65,10,44.01405334472656,17179869184,4294967296,11905048576,3411804160
201,1729179564323,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,73,76,72,72,35,35,61.904762268066406,10,57.894737243652344,10,65,9.523809432983398,60.000003814697266,10,70,9.523809432983398,55,5.263157844543457,44.01405334472656,17179869184,4294967296,11908632576,3411804160
204,1729179564525,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,73,76,72,72,35,35,57.142860412597656,0,66.66667175292969,0,50,0,50,0,47.36842346191406,0,40,4.761904716491699,44.01405334472656,17179869184,4294967296,11935707136,3411804160
199,1729179564730,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,73,76,72,72,35,35,60.000003814697266,0,40,9.523809432983398,45,0,42.85714340209961,0,52.38095474243164,0,42.85714340209961,0,49.71016311645508,17179869184,4294967296,11936956416,3411804160
203,1729179564930,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,73,76,72,72,35,35,57.894737243652344,9.523809432983398,42.105262756347656,0,60.000003814697266,9.090909004211426,42.105262756347656,5,70,4.761904716491699,45,5,49.71016311645508,17179869184,4294967296,11933528064,3411804160
202,1729179565135,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,76,73,76,72,72,35,35,73.68421173095703,0,61.904762268066406,5.263157844543457,60.000003814697266,0,70,5,60.000003814697266,14.285715103149414,75,5,49.71016311645508,17179869184,4294967296,11929001984,3411804160
200,1729179565338,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,77,74,77,74,73,35,35,66.66667175292969,9.090909004211426,61.904762268066406,13.636363983154297,80,9.523809432983398,70,9.523809432983398,60.000003814697266,10,60.000003814697266,9.523809432983398,49.71016311645508,17179869184,4294967296,11969757184,3411804160
203,1729179565538,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,77,74,77,74,73,35,35,71.42857360839844,5.263157844543457,63.15789031982422,10,80,5,66.66667175292969,5,55,5,52.6315803527832,5.263157844543457,49.71016311645508,17179869184,4294967296,11935502336,3411804160
201,1729179565743,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,77,74,77,74,73,35,35,52.6315803527832,4.761904716491699,42.85714340209961,0,66.66667175292969,0,55,0,65,0,28.571430206298828,9.090909004211426,45.937679290771484,17179869184,4294967296,11932696576,3411804160
200,1729179565944,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,77,74,77,74,73,35,35,80.95238494873047,15.789472579956055,75,25,85,22.72727394104004,85,21.052631378173828,80,23.809524536132813,70,26.3157901763916,45.937679290771484,17179869184,4294967296,11912716288,3411804160
202,1729179566145,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,74,77,74,77,74,73,35,35,73.68421173095703,15.000000953674316,60.000003814697266,15.000000953674316,80,5.263157844543457,75,14.285715103149414,65,5.555555820465088,65,15.000000953674316,45.937679290771484,17179869184,4294967296,11929493504,3411804160
199,1729179566348,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,72,74,73,72,35,35,76.19047546386719,15.000000953674316,63.15789031982422,14.285715103149414,75,14.285715103149414,70,14.285715103149414,66.66667175292969,18.18181800842285,65,10,45.937679290771484,17179869184,4294967296,11891138560,3411804160
199,1729179566548,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,72,74,73,72,35,35,80,19.047618865966797,76.19047546386719,16.666667938232422,75,15.789472579956055,78.94737243652344,10.526315689086914,78.94737243652344,21.052631378173828,76.19047546386719,20,41.9300537109375,17179869184,4294967296,11891138560,3411804160
201,1729179566748,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,72,74,73,72,35,35,75,5.263157844543457,75,9.523809432983398,73.68421173095703,5,71.42857360839844,5,65,10,61.11111068725586,10,41.9300537109375,17179869184,4294967296,11891138560,3411804160
202,1729179566950,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,72,74,73,72,35,35,45,0,21.052631378173828,0,35,0,36.842105865478516,0,31.57894515991211,0,33.333335876464844,0,41.9300537109375,17179869184,4294967296,11888193536,3411804160
202,1729179567153,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,75,72,74,73,72,35,35,31.57894515991211,4.761904716491699,19.047618865966797,0,35,4.761904716491699,25,0,23.809524536132813,0,35,4.761904716491699,41.9300537109375,17179869184,4294967296,11888304128,3411804160
203,1729179567357,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,77,72,75,73,70,35,35,61.904762268066406,0,40,5,54.54545593261719,5.263157844543457,55,10,61.904762268066406,4.761904716491699,50,5,41.9300537109375,17179869184,4294967296,11912744960,3411804160
200,1729179567561,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,77,72,75,73,70,35,35,75,15.000000953674316,66.66667175292969,28.571430206298828,84.21052551269531,18.18181800842285,77.2727279663086,14.285715103149414,61.904762268066406,15.000000953674316,66.66667175292969,20,44.68433380126953,17179869184,4294967296,11891232768,3411804160
204,1729179567762,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,77,72,75,73,70,35,35,78.94737243652344,15.000000953674316,73.68421173095703,20,75,15.000000953674316,68.42105102539063,20,63.15789031982422,25,70,14.285715103149414,44.68433380126953,17179869184,4294967296,11804676096,3411804160
202,1729179567967,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,77,72,75,73,70,35,35,57.142860412597656,0,38.095237731933594,0,52.38095474243164,0,57.142860412597656,4.761904716491699,45,4.761904716491699,50,0,44.68433380126953,17179869184,4294967296,11810439168,3411804160
204,1729179568170,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,77,72,75,73,70,35,35,50,4.761904716491699,40,0,40,0,50,0,30.000001907348633,0,25,0,44.68433380126953,17179869184,4294967296,11808989184,3411804160
203,1729179568375,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,70,72,70,71,35,35,42.85714340209961,5,40,14.285715103149414,45,9.523809432983398,50,14.285715103149414,47.619049072265625,10,47.619049072265625,10,44.68433380126953,17179869184,4294967296,11751542784,3411804160
203,1729179568579,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,70,72,70,71,35,35,61.904762268066406,4.761904716491699,52.38095474243164,5,52.38095474243164,9.523809432983398,52.38095474243164,0,47.619049072265625,5,55,0,41.21269226074219,17179869184,4294967296,11751542784,3411804160
204,1729179568782,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,70,72,70,71,35,35,68.42105102539063,9.523809432983398,35,9.523809432983398,60.000003814697266,5,45,10,42.105262756347656,14.285715103149414,42.105262756347656,13.636363983154297,41.21269226074219,17179869184,4294967296,11751542784,3378249728
204,1729179568987,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,70,72,70,71,35,35,55,0,38.095237731933594,0,57.894737243652344,0,52.38095474243164,4.761904716491699,42.85714340209961,0,50,0,41.21269226074219,17179869184,4294967296,11754786816,3378249728
199,1729179569192,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,70,72,70,71,35,35,52.38095474243164,0,36.842105865478516,4.761904716491699,40,0,47.36842346191406,4.761904716491699,31.57894515991211,0,30.000001907348633,4.545454502105713,41.21269226074219,17179869184,4294967296,11780513792,3378249728
204,1729179569392,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,72,72,71,69,35,35,63.15789031982422,0,35,0,50,4.761904716491699,57.142860412597656,0,42.85714340209961,5,45,0,41.21269226074219,17179869184,4294967296,11676278784,3378249728
203,1729179569597,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,72,72,71,69,35,35,76.19047546386719,0,42.85714340209961,0,38.095237731933594,0,15.000000953674316,0,52.38095474243164,0,25,0,44.1220588684082,17179869184,4294967296,11742060544,3378249728
200,1729179569800,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,72,72,71,69,35,35,100,0,15.000000953674316,0,60.000003814697266,5,20,4.761904716491699,15.789472579956055,0,33.333335876464844,0,44.1220588684082,17179869184,4294967296,11741368320,3378249728
202,1729179570002,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,72,72,71,69,35,35,89.47368621826172,10,55,10,52.38095474243164,10,35,5.263157844543457,47.619049072265625,5,36.842105865478516,14.285715103149414,44.1220588684082,17179869184,4294967296,11638677504,3378249728
199,1729179570205,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,74,72,72,71,69,35,35,61.904762268066406,5,40,14.285715103149414,47.36842346191406,14.285715103149414,70,14.285715103149414,63.15789031982422,14.285715103149414,66.66667175292969,5.263157844543457,44.1220588684082,17179869184,4294967296,11421667328,3378249728
199,1729179570407,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,76,78,75,73,35,35,84.21052551269531,42.85714340209961,70,42.105262756347656,80.95238494873047,40,75,45,90.47618865966797,35,80,45.45454788208008,44.1220588684082,17179869184,4294967296,11511607296,3378249728
202,1729179570606,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,76,78,75,73,35,35,90.47618865966797,50,90,57.142860412597656,95,63.15789031982422,95,52.6315803527832,95,57.894737243652344,95,57.894737243652344,37.277366638183594,17179869184,4294967296,11492155392,3378249728
203,1729179570809,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,76,78,75,73,35,35,63.15789031982422,9.523809432983398,42.85714340209961,10,65,5,55,9.523809432983398,40,9.523809432983398,35,10,37.277366638183594,17179869184,4294967296,11490344960,3378249728
202,1729179571013,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,76,78,75,73,35,35,57.142860412597656,0,55,0,31.57894515991211,0,40,4.761904716491699,66.66667175292969,0,20,0,37.277366638183594,17179869184,4294967296,11492352000,3378249728
202,1729179571216,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,78,76,78,75,73,35,35,30.000001907348633,0,55,0,77.2727279663086,4.761904716491699,47.619049072265625,0,47.36842346191406,0,40,0,37.277366638183594,17179869184,4294967296,11560239104,3378249728
204,1729179571418,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,77,70,80,69,76,35,35,40,0,33.333335876464844,4.545454502105713,70,0,40,0,38.095237731933594,0,9.523809432983398,4.761904716491699,37.277366638183594,17179869184,4294967296,11556749312,3378249728
201,1729179571623,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,77,70,80,69,76,35,35,65,4.761904716491699,52.38095474243164,0,55,0,57.142860412597656,0,30.000001907348633,4.761904716491699,50,0,42.626075744628906,17179869184,4294967296,11566964736,3378249728
201,1729179571825,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,77,70,80,69,76,35,35,42.85714340209961,0,10.526315689086914,0,57.894737243652344,0,31.57894515991211,4.761904716491699,89.47368621826172,0,38.095237731933594,4.761904716491699,42.626075744628906,17179869184,4294967296,11567132672,3378249728
203,1729179572026,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,77,70,80,69,76,35,35,40,0,75,0,61.904762268066406,5,20,0,22.72727394104004,0,21.052631378173828,0,42.626075744628906,17179869184,4294967296,11568091136,3378249728
200,1729179572230,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,77,70,80,69,76,35,35,10,0,14.285715103149414,0,80.95238494873047,0,4.761904716491699,0,10,0,5,0,42.626075744628906,17179869184,4294967296,11568173056,3378249728
202,1729179572431,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,99,72,77,70,71,35,35,20,0,0,0,50,0,20,0,31.57894515991211,0,4.761904716491699,0,42.626075744628906,17179869184,4294967296,11571097600,3378249728
203,1729179572633,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,99,72,77,70,71,35,35,9.523809432983398,0,0,0,5,0,0,0,40,0,60.000003814697266,0,41.798614501953125,17179869184,4294967296,11570761728,3378249728
203,1729179572837,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,99,72,77,70,71,35,35,28.571430206298828,0,15.000000953674316,0,5,0,40,0,27.272727966308594,0,15.000000953674316,0,41.798614501953125,17179869184,4294967296,11549118464,3378249728
200,1729179573041,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,99,72,77,70,71,35,35,33.333335876464844,0,25,0,20,4.761904716491699,33.333335876464844,0,36.842105865478516,0,20,0,41.798614501953125,17179869184,4294967296,11520598016,3378249728
200,1729179573242,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,99,72,77,70,71,35,35,9.523809432983398,0,0,0,0,0,9.523809432983398,0,15.000000953674316,0,75,5,41.798614501953125,17179869184,4294967296,11519631360,3378249728
203,1729179573442,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,79,74,80,74,73,35,35,65,9.523809432983398,50,9.523809432983398,66.66667175292969,5,50,5,52.38095474243164,5.263157844543457,55,5,41.798614501953125,17179869184,4294967296,11547639808,3378249728
200,1729179573646,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,79,74,80,74,73,35,35,52.38095474243164,0,38.095237731933594,0,63.15789031982422,0,52.6315803527832,0,50,9.090909004211426,47.619049072265625,0,41.52465057373047,17179869184,4294967296,11552477184,3378249728
199,1729179573847,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,79,74,80,74,73,35,35,63.15789031982422,0,60.000003814697266,5,57.142860412597656,5,52.6315803527832,9.523809432983398,65,5,52.6315803527832,9.523809432983398,41.52465057373047,17179869184,4294967296,11555422208,3378249728
204,1729179574047,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,79,74,80,74,73,35,35,65,9.523809432983398,60.000003814697266,9.523809432983398,60.000003814697266,5,61.904762268066406,5.263157844543457,60.000003814697266,5,75,0,41.52465057373047,17179869184,4294967296,11556515840,3378249728
202,1729179574252,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,75,79,74,80,74,73,35,35,71.42857360839844,5,65,5,75,5,76.19047546386719,4.761904716491699,61.904762268066406,5.263157844543457,61.904762268066406,9.523809432983398,41.52465057373047,17179869184,4294967296,11568427008,3378249728
199,1729179574455,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,80,82,81,84,84,77,35,35,60.000003814697266,10,55,15.000000953674316,55,18.18181800842285,52.6315803527832,10.526315689086914,68.42105102539063,14.285715103149414,55,10.526315689086914,41.52465057373047,17179869184,4294967296,11568095232,3378249728
202,1729179574656,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,80,82,81,84,84,77,35,35,100,71.42857360839844,95,75,95,73.68421173095703,90,71.42857360839844,90.47618865966797,68.42105102539063,90,71.42857360839844,38.777469635009766,17179869184,4294967296,11568308224,3378249728
199,1729179574858,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,80,82,81,84,84,77,35,35,95.23809814453125,57.894737243652344,90,65,95,52.6315803527832,90,60.000003814697266,95,52.38095474243164,95,55,38.777469635009766,17179869184,4294967296,11572826112,3378249728
201,1729179575058,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,80,82,81,84,84,77,35,35,95,45,90.47618865966797,47.619049072265625,90,52.38095474243164,95,50,94.73684692382813,35,85,50,38.777469635009766,17179869184,4294967296,11571187712,3344695296
203,1729179575260,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,80,82,81,84,84,77,35,35,90,47.619049072265625,95,52.6315803527832,100,55,95.23809814453125,55,95,57.142860412597656,95,47.619049072265625,38.777469635009766,17179869184,4294967296,11606310912,3344695296
200,1729179575464,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,80,77,81,76,76,35,35,95,35,94.73684692382813,55,95,25,90,40,95,36.842105865478516,95.23809814453125,47.36842346191406,38.777469635009766,17179869184,4294967296,11702784000,3311140864
200,1729179575665,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,80,77,81,76,76,35,35,85,21.052631378173828,65,20,71.42857360839844,20,78.94737243652344,20,85,25,60.000003814697266,25,41.54509353637695,17179869184,4294967296,11814281216,3311140864
200,1729179575866,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,80,77,81,76,76,35,35,75,15.000000953674316,75,15.000000953674316,68.42105102539063,10,65,15.000000953674316,71.42857360839844,14.285715103149414,73.68421173095703,19.047618865966797,41.54509353637695,17179869184,4294967296,11814281216,3311140864
199,1729179576067,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,80,77,81,76,76,35,35,70,10,65,14.285715103149414,68.42105102539063,10,70,14.285715103149414,63.15789031982422,10.526315689086914,70,10,41.54509353637695,17179869184,4294967296,11819798528,3311140864
200,1729179576267,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,80,77,81,76,76,35,35,60.000003814697266,5,45,5,61.904762268066406,0,55,0,52.6315803527832,5,50,0,41.54509353637695,17179869184,4294967296,11814670336,3311140864
202,1729179576468,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,76,78,77,79,74,74,35,35,70,10.526315689086914,60.000003814697266,10.526315689086914,65,14.285715103149414,65,15.000000953674316,72.7272720336914,15.000000953674316,70,15.000000953674316,41.54509353637695,17179869184,4294967296,11812409344,3311140864
