Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
203,1729179464635,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,86,63,67,64,64,35,35,35,0,33.333335876464844,0,28.571430206298828,0,36.3636360168457,0,10,0,33.333335876464844,0,36.39495849609375,17179869184,4294967296,11694080000,2846883840
202,1729179464839,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,86,63,67,64,64,35,35,33.333335876464844,0,10,0,20,0,26.3157901763916,0,28.571430206298828,0,25,0,36.39495849609375,17179869184,4294967296,11629772800,2846883840
204,1729179465042,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,86,63,67,64,64,35,35,20,0,10,0,35,4.761904716491699,30.000001907348633,0,5,0,35,0,36.39495849609375,17179869184,4294967296,11630002176,2846883840
203,1729179465247,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,86,63,67,64,64,35,35,35,0,10,0,15.000000953674316,0,23.809524536132813,0,15.000000953674316,5,23.809524536132813,0,36.39495849609375,17179869184,4294967296,11628748800,2846883840
201,1729179465451,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,64,85,64,65,35,35,10,0,15.000000953674316,0,38.095237731933594,0,19.047618865966797,0,38.095237731933594,0,5,0,36.39495849609375,17179869184,4294967296,11629084672,2846883840
203,1729179465653,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,64,85,64,65,35,35,28.571430206298828,0,19.047618865966797,0,26.3157901763916,0,10.526315689086914,0,20,0,45,0,36.58108139038086,17179869184,4294967296,11694096384,2846883840
199,1729179465857,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,64,85,64,65,35,35,70,14.285715103149414,47.619049072265625,10,66.66667175292969,14.285715103149414,60.000003814697266,15.000000953674316,55,10,52.38095474243164,15.000000953674316,36.58108139038086,17179869184,4294967296,11539525632,2846883840
204,1729179466057,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,64,85,64,65,35,35,75,15.000000953674316,72.22222137451172,15.000000953674316,71.42857360839844,10.526315689086914,70,14.285715103149414,70,5,68.42105102539063,10,36.58108139038086,17179869184,4294967296,11325734912,2846883840
199,1729179466261,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,64,85,64,65,35,35,65,5,36.3636360168457,9.523809432983398,70,9.523809432983398,52.38095474243164,9.523809432983398,50,9.523809432983398,47.619049072265625,9.523809432983398,36.58108139038086,17179869184,4294967296,11337359360,2846883840
204,1729179466462,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,63,67,63,63,35,35,40,0,20,0,40,0,25,0,10,0,15.000000953674316,0,36.58108139038086,17179869184,4294967296,11377668096,2846883840
203,1729179466666,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,63,67,63,63,35,35,35,4.761904716491699,30.000001907348633,0,50,0,30.000001907348633,0,38.095237731933594,0,19.047618865966797,0,37.09461212158203,17179869184,4294967296,11387068416,2846883840
204,1729179466870,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,63,67,63,63,35,35,19.047618865966797,0,0,0,40,0,19.047618865966797,0,20,0,40,0,37.09461212158203,17179869184,4294967296,11387031552,2846883840
202,1729179467074,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,63,67,63,63,35,35,20,0,5,0,23.809524536132813,0,28.571430206298828,0,40,0,25,0,37.09461212158203,17179869184,4294967296,11387990016,2846883840
202,1729179467277,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,65,68,63,67,63,63,35,35,25,0,23.809524536132813,0,10,0,5,0,47.619049072265625,0,19.047618865966797,0,37.09461212158203,17179869184,4294967296,11393687552,2846883840
202,1729179467480,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,68,65,85,64,66,35,35,33.333335876464844,0,4.761904716491699,0,25,0,26.3157901763916,0,33.333335876464844,0,5,0,37.09461212158203,17179869184,4294967296,11393613824,2846883840
204,1729179467682,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,68,65,85,64,66,35,35,42.105262756347656,0,0,0,5,0,28.571430206298828,0,0,0,35,0,40.601932525634766,17179869184,4294967296,11393220608,2846883840
199,1729179467887,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,68,65,85,64,66,35,35,38.095237731933594,0,0,0,47.619049072265625,0,14.285715103149414,0,0,0,20,0,40.601932525634766,17179869184,4294967296,11392278528,2846883840
204,1729179468087,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,68,65,85,64,66,35,35,42.105262756347656,0,10,4.761904716491699,20,5,30.000001907348633,0,35,4.761904716491699,21.052631378173828,5,40.601932525634766,17179869184,4294967296,11396136960,2846883840
199,1729179468292,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,68,65,85,64,66,35,35,31.81818199157715,0,28.571430206298828,0,42.85714340209961,0,21.052631378173828,0,14.285715103149414,0,23.809524536132813,4.545454502105713,40.601932525634766,17179869184,4294967296,11394387968,2846883840
204,1729179468492,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,67,82,67,63,64,35,35,36.842105865478516,0,10.526315689086914,0,10.526315689086914,0,38.095237731933594,0,21.052631378173828,0,10,0,40.601932525634766,17179869184,4294967296,11394289664,2846883840
204,1729179468697,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,67,82,67,63,64,35,35,47.619049072265625,0,0,0,25,0,20,0,18.18181800842285,0,9.523809432983398,0,35.996253967285156,17179869184,4294967296,11394793472,2846883840
203,1729179468902,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,67,82,67,63,64,35,35,14.285715103149414,0,0,0,25,0,65,4.761904716491699,0,0,0,0,35.996253967285156,17179869184,4294967296,11394908160,2846883840
199,1729179469106,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,67,82,67,63,64,35,35,20,0,14.285715103149414,0,47.619049072265625,0,4.761904716491699,0,42.85714340209961,0,4.761904716491699,0,35.996253967285156,17179869184,4294967296,11394924544,2846883840
202,1729179469306,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,89,67,74,64,68,35,35,25,4.761904716491699,10,0,30.000001907348633,0,10,0,57.894737243652344,0,4.761904716491699,0,35.996253967285156,17179869184,4294967296,11396157440,2846883840
202,1729179469509,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,89,67,74,64,68,35,35,42.105262756347656,0,40,0,40,0,25,0,47.619049072265625,0,0,0,35.996253967285156,17179869184,4294967296,11398692864,2846883840
199,1729179469711,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,89,67,74,64,68,35,35,60.000003814697266,0,0,0,47.619049072265625,0,80,0,0,0,0,0,39.01105499267578,17179869184,4294967296,11399864320,2846883840
204,1729179469911,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,89,67,74,64,68,35,35,42.85714340209961,0,52.6315803527832,0,5.263157844543457,0,10,0,5,0,10,0,39.01105499267578,17179869184,4294967296,11400134656,2846883840
204,1729179470116,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,72,89,67,74,64,68,35,35,14.285715103149414,0,0,0,4.761904716491699,0,4.761904716491699,0,90,0,0,0,39.01105499267578,17179869184,4294967296,11400142848,2846883840
202,1729179470321,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,100,65,69,35,35,5,0,0,0,0,0,0,0,100,0,0,0,39.01105499267578,17179869184,4294967296,11397287936,2846883840
200,1729179470524,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,100,65,69,35,35,50,0,0,0,23.809524536132813,0,25,0,14.285715103149414,0,0,0,39.01105499267578,17179869184,4294967296,11397079040,2846883840
204,1729179470725,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,100,65,69,35,35,65,0,35,0,5,0,4.761904716491699,0,0,0,0,0,40.55976486206055,17179869184,4294967296,11396788224,2846883840
201,1729179470930,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,100,65,69,35,35,33.333335876464844,0,25,0,55,0,5,0,4.761904716491699,0,4.545454502105713,0,40.55976486206055,17179869184,4294967296,11395485696,2846883840
204,1729179471132,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,100,65,69,35,35,19.047618865966797,0,0,0,38.095237731933594,0,5,0,15.000000953674316,0,31.57894515991211,0,40.55976486206055,17179869184,4294967296,11394244608,2846883840
204,1729179471337,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,68,90,67,35,35,0,0,0,0,35,0,4.761904716491699,0,5.263157844543457,0,52.38095474243164,0,40.55976486206055,17179869184,4294967296,11394265088,2846883840
200,1729179471541,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,68,90,67,35,35,35,0,30.000001907348633,4.761904716491699,55,0,35,0,28.571430206298828,0,35,0,40.55976486206055,17179869184,4294967296,11403530240,2846883840
203,1729179471742,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,68,90,67,35,35,28.571430206298828,0,28.571430206298828,0,35,0,40,0,28.571430206298828,0,15.000000953674316,0,48.2928352355957,17179869184,4294967296,11400376320,2846883840
199,1729179471946,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,68,90,67,35,35,35,0,15.789472579956055,0,23.809524536132813,0,30.000001907348633,0,20,0,21.052631378173828,0,48.2928352355957,17179869184,4294967296,11399872512,2846883840
204,1729179472146,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,68,90,67,35,35,25,0,15.000000953674316,0,30.000001907348633,0,33.333335876464844,0,25,0,14.285715103149414,5,48.2928352355957,17179869184,4294967296,11399774208,2846883840
202,1729179472351,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,87,66,69,66,66,35,35,20,0,9.523809432983398,0,45,0,15.000000953674316,0,10,0,25,0,48.2928352355957,17179869184,4294967296,11398316032,2846883840
204,1729179472554,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,87,66,69,66,66,35,35,30.000001907348633,0,5,0,14.285715103149414,0,57.894737243652344,0,14.285715103149414,0,19.047618865966797,0,42.644290924072266,17179869184,4294967296,11396210688,2846883840
199,1729179472758,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,87,66,69,66,66,35,35,25,0,10,0,42.105262756347656,0,18.18181800842285,0,10,4.761904716491699,5,0,42.644290924072266,17179869184,4294967296,11396956160,2846883840
201,1729179472959,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,87,66,69,66,66,35,35,42.85714340209961,0,20,0,23.809524536132813,5,15.789472579956055,0,20,0,10,0,42.644290924072266,17179869184,4294967296,11389747200,2846883840
204,1729179473161,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,87,66,69,66,66,35,35,50,0,23.809524536132813,0,50,0,45,4.761904716491699,36.842105865478516,0,30.000001907348633,4.761904716491699,42.644290924072266,17179869184,4294967296,11428360192,2846883840
199,1729179473366,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,67,63,64,62,63,35,35,57.142860412597656,33.333335876464844,40,30.000001907348633,50,30.000001907348633,52.38095474243164,33.333335876464844,57.142860412597656,30.000001907348633,47.619049072265625,30.000001907348633,42.644290924072266,17179869184,4294967296,11452186624,2846883840
200,1729179473566,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,67,63,64,62,63,35,35,90,73.68421173095703,85,63.6363639831543,80,61.904762268066406,85,65,80.95238494873047,66.66667175292969,85,65,38.977012634277344,17179869184,4294967296,11452448768,2846883840
200,1729179473767,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,67,63,64,62,63,35,35,80,20,38.095237731933594,15.789472579956055,61.904762268066406,20,45,20,42.105262756347656,15.789472579956055,45,20,38.977012634277344,17179869184,4294967296,11452928000,2846883840
201,1729179473968,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,67,63,64,62,63,35,35,94.73684692382813,0,15.789472579956055,0,21.052631378173828,0,42.105262756347656,0,19.047618865966797,0,15.000000953674316,0,38.977012634277344,17179869184,4294967296,11452915712,2846883840
203,1729179474170,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,64,67,63,64,62,63,35,35,75,23.809524536132813,60.000003814697266,23.809524536132813,70,20,71.42857360839844,23.809524536132813,63.15789031982422,23.809524536132813,70,25,38.977012634277344,17179869184,4294967296,11472715776,2846883840
200,1729179474374,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,69,69,66,65,35,35,47.619049072265625,9.523809432983398,28.571430206298828,5.263157844543457,40,14.285715103149414,45,10,42.85714340209961,10,42.85714340209961,9.523809432983398,38.977012634277344,17179869184,4294967296,11455774720,2846883840
200,1729179474575,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,69,69,66,65,35,35,45,0,5.263157844543457,9.523809432983398,35,0,28.571430206298828,0,30.000001907348633,0,30.000001907348633,0,36.3575325012207,17179869184,4294967296,11455545344,2846883840
203,1729179474775,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,69,69,66,65,35,35,36.842105865478516,0,23.809524536132813,0,30.000001907348633,0,21.052631378173828,0,15.000000953674316,0,5,0,36.3575325012207,17179869184,4294967296,11448496128,2846883840
202,1729179474979,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,69,69,66,65,35,35,50,0,15.000000953674316,0,23.809524536132813,0,19.047618865966797,0,20,0,15.789472579956055,4.761904716491699,36.3575325012207,17179869184,4294967296,11448135680,2846883840
202,1729179475182,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,70,69,69,66,65,35,35,19.047618865966797,0,30.000001907348633,0,19.047618865966797,0,15.000000953674316,4.761904716491699,5,0,52.38095474243164,0,36.3575325012207,17179869184,4294967296,11447771136,2846883840
203,1729179475385,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,69,67,70,67,67,35,35,28.571430206298828,0,10,0,15.789472579956055,0,35,0,33.333335876464844,0,15.000000953674316,0,36.3575325012207,17179869184,4294967296,11447808000,2846883840
204,1729179475589,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,69,67,70,67,67,35,35,65,20,52.38095474243164,15.000000953674316,50,15.000000953674316,65,10,57.894737243652344,23.809524536132813,42.85714340209961,25,43.7137565612793,17179869184,4294967296,11459231744,2846883840
200,1729179475793,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,69,67,70,67,67,35,35,65,13.636363983154297,40,10,52.38095474243164,14.285715103149414,57.142860412597656,9.523809432983398,42.85714340209961,10,68.42105102539063,5,43.7137565612793,17179869184,4294967296,11487920128,2846883840
204,1729179475993,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,69,67,70,67,67,35,35,55,0,45,0,52.6315803527832,5,60.000003814697266,0,60.000003814697266,5,57.142860412597656,5,43.7137565612793,17179869184,4294967296,11538702336,2846883840
202,1729179476198,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,77,69,67,70,67,67,35,35,61.904762268066406,0,40,9.090909004211426,52.38095474243164,0,55,0,57.142860412597656,4.761904716491699,45,4.761904716491699,43.7137565612793,17179869184,4294967296,11563380736,2846883840
200,1729179476401,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,66,70,66,66,35,35,73.68421173095703,0,50,0,45,4.761904716491699,45,0,40,0,40,0,43.7137565612793,17179869184,4294967296,11580030976,2846883840
204,1729179476602,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,66,70,66,66,35,35,63.6363639831543,9.523809432983398,38.095237731933594,5,50,0,60.000003814697266,9.090909004211426,63.15789031982422,0,52.38095474243164,0,41.23270797729492,17179869184,4294967296,11664834560,2846883840
199,1729179476807,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,66,70,66,66,35,35,78.94737243652344,4.761904716491699,65,5,45,5,35,5,38.095237731933594,0,47.36842346191406,5,41.23270797729492,17179869184,4294967296,11664474112,2846883840
201,1729179477007,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,66,70,66,66,35,35,60.000003814697266,5.263157844543457,55,5,60.000003814697266,0,70,5,70,5,55,5,41.23270797729492,17179869184,4294967296,11676897280,2846883840
199,1729179477209,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,66,70,66,66,35,35,45,0,25,4.761904716491699,42.85714340209961,9.090909004211426,28.571430206298828,0,42.105262756347656,0,85,0,41.23270797729492,17179869184,4294967296,11681607680,2846883840
200,1729179477409,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,70,67,66,35,35,60.000003814697266,0,35,5,57.894737243652344,0,45,0,42.85714340209961,9.523809432983398,60.000003814697266,5,41.23270797729492,17179869184,4294967296,11722022912,2846883840
199,1729179477610,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,70,67,66,35,35,50,0,30.000001907348633,0,60.000003814697266,0,47.36842346191406,0,80,0,42.85714340209961,0,40.968441009521484,17179869184,4294967296,11726880768,2846883840
203,1729179477810,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,70,67,66,35,35,85.71428680419922,0,31.57894515991211,0,42.85714340209961,0,40,0,40,0,45,0,40.968441009521484,17179869184,4294967296,11731877888,2846883840
199,1729179478014,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,70,67,66,35,35,65,0,38.095237731933594,0,55,5,55,9.090909004211426,45,0,40,4.761904716491699,40.968441009521484,17179869184,4294967296,11726495744,2846883840
202,1729179478215,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,67,70,67,66,35,35,55,9.523809432983398,25,5,36.842105865478516,0,28.571430206298828,0,38.095237731933594,0,25,0,40.968441009521484,17179869184,4294967296,11727478784,2846883840
202,1729179478418,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,69,65,70,65,65,35,35,15.000000953674316,0,19.047618865966797,0,42.85714340209961,4.761904716491699,21.052631378173828,4.761904716491699,30.000001907348633,4.761904716491699,25,0,40.968441009521484,17179869184,4294967296,11725742080,2846883840
203,1729179478621,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,69,65,70,65,65,35,35,35,0,5.263157844543457,0,20,0,22.72727394104004,0,5,0,25,0,40.37743377685547,17179869184,4294967296,11725811712,2846883840
200,1729179478825,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,69,65,70,65,65,35,35,47.619049072265625,0,19.047618865966797,0,28.571430206298828,0,5.263157844543457,0,23.809524536132813,0,14.285715103149414,4.761904716491699,40.37743377685547,17179869184,4294967296,11725996032,2846883840
199,1729179479025,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,69,65,70,65,65,35,35,40,0,30.000001907348633,0,25,0,55,0,10.526315689086914,0,10,0,40.37743377685547,17179869184,4294967296,11726053376,2846883840
199,1729179479225,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,67,69,65,70,65,65,35,35,26.3157901763916,0,15.000000953674316,4.761904716491699,31.57894515991211,0,33.333335876464844,0,35,0,26.3157901763916,0,40.37743377685547,17179869184,4294967296,11715661824,2846883840
203,1729179479425,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,68,68,69,65,66,35,35,40,0,15.000000953674316,0,5,0,47.36842346191406,0,10,0,0,0,40.37743377685547,17179869184,4294967296,11715633152,2846883840
202,1729179479629,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,68,68,69,65,66,35,35,25,0,26.3157901763916,0,20,0,15.000000953674316,0,10,0,33.333335876464844,0,36.60500717163086,17179869184,4294967296,11714248704,2846883840
199,1729179479832,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,68,68,69,65,66,35,35,28.571430206298828,0,22.72727394104004,0,35,0,38.095237731933594,0,23.809524536132813,0,9.523809432983398,4.545454502105713,36.60500717163086,17179869184,4294967296,11706437632,2846883840
200,1729179480032,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,68,68,69,65,66,35,35,15.000000953674316,0,60.000003814697266,0,14.285715103149414,0,10,0,25,0,0,0,36.60500717163086,17179869184,4294967296,11688673280,2846883840
202,1729179480233,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,68,68,69,65,66,35,35,50,10,45,10,50,10,42.105262756347656,10,80,10,50,5.555555820465088,36.60500717163086,17179869184,4294967296,11690082304,2846883840
200,1729179480436,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,72,68,82,67,68,35,35,57.894737243652344,10,30.000001907348633,15.000000953674316,38.095237731933594,14.285715103149414,42.85714340209961,5,90,5,57.142860412597656,14.285715103149414,36.60500717163086,17179869184,4294967296,11698769920,2846883840
204,1729179480637,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,72,68,82,67,68,35,35,80.95238494873047,23.809524536132813,75,20,84.21052551269531,20,80,20,85,25,70,20,38.43360137939453,17179869184,4294967296,11681304576,2846883840
204,1729179480842,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,72,68,82,67,68,35,35,45,0,15.000000953674316,0,28.571430206298828,0,33.333335876464844,0,45,4.761904716491699,14.285715103149414,4.761904716491699,38.43360137939453,17179869184,4294967296,11683516416,2846883840
200,1729179481046,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,72,68,82,67,68,35,35,45,0,9.523809432983398,0,35,0,30.000001907348633,0,14.285715103149414,0,5,0,38.43360137939453,17179869184,4294967296,11683667968,2846883840
203,1729179481247,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,79,72,68,82,67,68,35,35,20,0,0,0,40,0,20,0,21.052631378173828,0,26.3157901763916,0,38.43360137939453,17179869184,4294967296,11683840000,2846883840
204,1729179481451,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,68,70,86,67,35,35,9.523809432983398,0,0,0,0,0,60.000003814697266,0,9.523809432983398,0,35,0,38.43360137939453,17179869184,4294967296,11683848192,2846883840
202,1729179481655,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,68,70,86,67,35,35,30.000001907348633,0,15.000000953674316,0,14.285715103149414,0,5,0,35,0,19.047618865966797,0,41.436763763427734,17179869184,4294967296,11684012032,2846883840
202,1729179481859,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,68,70,86,67,35,35,38.095237731933594,0,0,0,28.571430206298828,0,14.285715103149414,0,25,0,0,0,41.436763763427734,17179869184,4294967296,11684065280,2846883840
201,1729179482062,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,68,70,86,67,35,35,5,0,0,0,0,0,100,0,0,0,0,0,41.436763763427734,17179869184,4294967296,11684159488,2846883840
204,1729179482263,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,68,69,68,70,86,67,35,35,50,0,0,0,25,0,20,0,9.523809432983398,0,15.000000953674316,0,41.436763763427734,17179869184,4294967296,11684155392,2846883840
203,1729179482468,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,66,71,66,67,35,35,20,0,0,0,80.95238494873047,0,4.761904716491699,0,0,0,0,0,41.436763763427734,17179869184,4294967296,11678789632,2846883840
203,1729179482672,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,66,71,66,67,35,35,23.809524536132813,0,4.761904716491699,0,30.000001907348633,0,10,4.761904716491699,55,0,0,0,41.44811248779297,17179869184,4294967296,11679113216,2846883840
202,1729179482876,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,66,71,66,67,35,35,47.619049072265625,20,38.095237731933594,19.047618865966797,50,19.047618865966797,47.619049072265625,10.526315689086914,85,19.047618865966797,61.904762268066406,15.789472579956055,41.44811248779297,17179869184,4294967296,11681222656,2846883840
204,1729179483078,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,66,71,66,67,35,35,45,4.761904716491699,25,5,66.66667175292969,0,35,4.761904716491699,28.571430206298828,0,25,4.761904716491699,41.44811248779297,17179869184,4294967296,11686928384,2846883840
200,1729179483283,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70,90,66,71,66,67,35,35,70,5.263157844543457,33.333335876464844,14.285715103149414,55,9.523809432983398,50,10,50,5,42.85714340209961,10,41.44811248779297,17179869184,4294967296,11686215680,2846883840
203,1729179483484,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,88,67,69,35,35,30.000001907348633,0,15.000000953674316,0,55,0,21.052631378173828,0,26.3157901763916,0,31.57894515991211,0,41.44811248779297,17179869184,4294967296,11657347072,2846883840
204,1729179483687,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,88,67,69,35,35,45,0,0,0,10,0,52.38095474243164,0,13.636363983154297,0,22.72727394104004,0,39.6644287109375,17179869184,4294967296,11657347072,2846883840
203,1729179483892,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,88,67,69,35,35,25,0,0,0,40,0,15.000000953674316,0,25,0,5,0,39.6644287109375,17179869184,4294967296,11657609216,2846883840
202,1729179484096,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,88,67,69,35,35,18.18181800842285,0,15.000000953674316,0,19.047618865966797,0,36.3636360168457,0,15.000000953674316,0,5,0,39.6644287109375,17179869184,4294967296,11657592832,2846883840
200,1729179484299,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,71,75,68,88,67,69,35,35,26.3157901763916,4.761904716491699,20,0,42.85714340209961,0,15.789472579956055,0,30.000001907348633,4.761904716491699,38.095237731933594,0,39.6644287109375,17179869184,4294967296,11652333568,2846883840
204,1729179484500,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,73,77,72,76,69,71,35,35,57.142860412597656,4.761904716491699,30.000001907348633,0,21.052631378173828,4.761904716491699,15.000000953674316,0,30.000001907348633,0,5.263157844543457,0,39.6644287109375,17179869184,4294967296,11653853184,2846883840
